Source.Name,Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Game Length,Ejected,Sabotages Fixed,Time To Completed All Tasks,Rank Change,Region/Game Code,,,,,
User12,12/16/2020 at 12:27:21 am EST,Crewmate,Loss,7,Yes,Yes,19m 31s,No,0,07m 32s,--,NA / RJHBNF,,,,,
User12,12/15/2020 at 11:58:11 pm EST,Crewmate,Loss,3,No,Yes,03m 41s,No,0,-,N/A,NA / RJHBNF,,,,,
User12,12/15/2020 at 11:53:00 pm EST,Crewmate,Win,7,Yes,Yes,19m 11s,No,0,07m 15s,++,NA / RJHBNF,,,,,
User12,12/15/2020 at 3:02:35 am EST,Crewmate,Win,0,No,No,00m 39s,No,0,-,N/A,NA / JBLSZF,,,,,
User12,12/15/2020 at 2:58:03 am EST,Crewmate,Win,7,Yes,Yes,14m 09s,No,0,08m 07s,++,NA / JBLSZF,,,,,
User12,12/15/2020 at 2:06:32 am EST,Crewmate,Win,7,Yes,Yes,15m 38s,No,0,13m 28s,++,NA / JBLSZF,,,,,
User12,12/08/2020 at 2:53:25 am EST,Crewmate,Loss,6,No,Yes,10m 50s,No,0,-,---,NA / HNXTJF,,,,,
User12,12/08/2020 at 2:39:57 am EST,Crewmate,Loss,5,No,No,09m 23s,Yes,0,-,---,NA / HNXTJF,,,,,
User12,12/08/2020 at 2:16:43 am EST,Crewmate,Loss,7,Yes,No,11m 29s,No,0,10m 46s,--,NA / SAJFZF,,,,,
User12,12/08/2020 at 1:50:42 am EST,Crewmate,Win,7,Yes,Yes,14m 44s,No,0,08m 31s,++,NA / FATWCF,,,,,
User12,12/08/2020 at 1:26:29 am EST,Crewmate,Loss,4,No,No,10m 15s,No,1,-,---,NA / FATWCF,,,,,
User12,12/08/2020 at 1:10:04 am EST,Crewmate,Loss,7,Yes,No,19m 38s,Yes,0,10m 18s,--,NA / FATWCF,,,,,
User12,12/08/2020 at 12:45:48 am EST,Crewmate,Loss,7,Yes,Yes,12m 37s,No,0,05m 46s,--,NA / FATWCF,,,,,
User12,12/08/2020 at 12:30:21 am EST,Crewmate,Loss,7,Yes,Yes,09m 34s,No,0,05m 57s,--,NA / FATWCF,,,,,
User12,12/08/2020 at 12:16:45 am EST,Crewmate,Win,8,Yes,No,18m 26s,No,0,14m 40s,++,NA / BRFSZF,,,,,
User12,12/07/2020 at 11:56:41 pm EST,Crewmate,Loss,8,Yes,Yes,17m 02s,No,0,09m 08s,--,NA / BRFSZF,,,,,
User12,12/07/2020 at 11:37:48 pm EST,Crewmate,Win,7,No,Yes,06m 22s,No,0,-,++,NA / BRFSZF,,,,,
User12,12/07/2020 at 11:24:16 pm EST,Crewmate,Loss,5,No,Yes,05m 40s,No,1,-,---,NA / IKPWHF,,,,,
User12,12/07/2020 at 11:12:08 pm EST,Crewmate,Win,7,Yes,Yes,10m 32s,No,0,05m 20s,++,NA / IKPWHF,,,,,
User12,12/07/2020 at 11:01:08 pm EST,Crewmate,Win,7,Yes,No,16m 52s,No,0,07m 04s,++,NA / IKPWHF,,,,,
User12,12/07/2020 at 10:43:52 pm EST,Crewmate,Win,6,No,Yes,10m 49s,No,0,-,++,NA / IKPWHF,,,,,
User12,12/07/2020 at 10:32:46 pm EST,Crewmate,Loss,7,Yes,No,13m 13s,No,0,05m 13s,--,NA / IKPWHF,,,,,
User12,12/07/2020 at 2:48:03 am EST,Crewmate,Win,7,Yes,No,21m 56s,No,0,18m 05s,++,NA / HUTXKF,,,,,
User12,12/07/2020 at 2:25:34 am EST,Crewmate,Loss,7,Yes,No,15m 36s,No,1,06m 01s,--,NA / HUTXKF,,,,,
User12,12/07/2020 at 1:48:47 am EST,Crewmate,Win,7,Yes,No,13m 54s,No,0,05m 42s,++,NA / HUTXKF,,,,,
User12,12/07/2020 at 1:33:50 am EST,Crewmate,Win,7,Yes,Yes,12m 39s,No,0,05m 41s,++,NA / HUTXKF,,,,,
User12,12/07/2020 at 1:18:09 am EST,Crewmate,Win,7,Yes,Yes,18m 37s,No,0,16m 37s,++,NA / HUTXKF,,,,,
User12,12/07/2020 at 12:57:20 am EST,Crewmate,Win,7,Yes,No,16m 57s,No,1,10m 04s,++,NA / HUTXKF,,,,,
User12,12/07/2020 at 12:37:55 am EST,Crewmate,Win,7,Yes,No,26m 40s,No,0,09m 19s,++,NA / HUTXKF,,,,,
User12,12/07/2020 at 12:09:01 am EST,Crewmate,Loss,7,Yes,Yes,25m 56s,No,0,09m 45s,--,NA / HUTXKF,,,,,
User12,12/06/2020 at 11:41:11 pm EST,Crewmate,Loss,6,No,No,12m 51s,No,0,-,---,NA / HUTXKF,,,,,
User12,12/06/2020 at 11:26:34 pm EST,Crewmate,Loss,7,Yes,Yes,08m 26s,No,0,04m 30s,--,NA / HUTXKF,,,,,
User12,12/06/2020 at 11:15:16 pm EST,Crewmate,Loss,7,Yes,Yes,13m 23s,No,0,09m 30s,--,NA / HUTXKF,,,,,
User12,12/06/2020 at 11:00:55 pm EST,Crewmate,Win,7,Yes,No,19m 24s,No,0,13m 08s,++,NA / HUTXKF,,,,,
User12,12/06/2020 at 10:40:48 pm EST,Crewmate,Win,1,No,No,02m 07s,No,0,-,N/A,NA / HUTXKF,,,,,
User12,12/06/2020 at 10:36:13 pm EST,Crewmate,Loss,6,No,No,19m 56s,No,1,-,---,NA / HUTXKF,,,,,
User12,12/06/2020 at 8:26:19 pm EST,Crewmate,Loss,8,Yes,Yes,11m 00s,No,0,08m 54s,--,Europe / DSYWJF,,,,,
User12,12/06/2020 at 8:12:37 pm EST,Crewmate,Win,8,Yes,No,13m 10s,No,0,09m 32s,++,Europe / DSYWJF,,,,,
User12,12/06/2020 at 7:57:00 pm EST,Crewmate,Loss,8,Yes,No,16m 32s,No,2,10m 48s,--,Europe / DSYWJF,,,,,
User12,12/06/2020 at 7:38:04 pm EST,Crewmate,Win,1,No,No,05m 13s,No,1,-,++,Europe / DSYWJF,,,,,
User12,12/06/2020 at 5:36:08 pm EST,Crewmate,Loss,4,No,Yes,04m 33s,No,0,04m 01s,N/A,NA / UZNYBF,,,,,
User12,12/06/2020 at 5:31:08 pm EST,Crewmate,Win,0,No,Yes,03m 46s,No,1,-,N/A,NA / UZNYBF,,,,,
User12,12/06/2020 at 5:25:55 pm EST,Crewmate,Loss,3,No,Yes,04m 20s,No,0,-,N/A,NA / COXPUF,,,,,
User12,12/06/2020 at 5:18:08 pm EST,Crewmate,Win,2,No,No,02m 40s,No,0,-,N/A,NA / COXPUF,,,,,
User12,12/06/2020 at 5:09:49 pm EST,Crewmate,Win,0,No,Yes,02m 41s,No,1,-,N/A,NA / COXPUF,,,,,
User12,12/06/2020 at 5:03:42 pm EST,Crewmate,Win,4,No,Yes,04m 52s,No,0,02m 46s,N/A,NA / COXPUF,,,,,
User12,12/06/2020 at 4:34:13 pm EST,Crewmate,Win,8,Yes,No,21m 03s,No,1,08m 37s,++,Europe / DSYWJF,,,,,
User12,12/06/2020 at 3:59:01 pm EST,Crewmate,Win,2,No,No,08m 08s,No,0,-,++,Europe / DSYWJF,,,,,
User12,12/06/2020 at 3:48:05 pm EST,Crewmate,Win,8,Yes,Yes,12m 37s,No,0,08m 48s,++,Europe / DSYWJF,,,,,
User12,12/06/2020 at 3:30:50 pm EST,Crewmate,Loss,8,Yes,No,10m 39s,Yes,1,07m 39s,--,Europe / DSYWJF,,,,,
User12,12/06/2020 at 3:47:23 am EST,Crewmate,Loss,5,No,No,11m 09s,No,0,-,---,Europe / RUFQCF,,,,,
User12,11/29/2020 at 9:11:11 pm EST,Crewmate,Loss,8,Yes,Yes,16m 13s,No,0,05m 26s,--,NA / MSVQUF,,,,,
User12,11/29/2020 at 8:27:20 pm EST,Crewmate,Win,8,Yes,No,13m 31s,No,0,07m 25s,++,NA / MSVQUF,,,,,
User12,11/29/2020 at 8:12:06 pm EST,Crewmate,Loss,8,Yes,Yes,18m 02s,No,0,14m 28s,--,NA / MSVQUF,,,,,
User12,11/29/2020 at 7:39:02 pm EST,Crewmate,Win,4,No,Yes,09m 28s,No,0,-,++,NA / MSVQUF,,,,,
User12,11/29/2020 at 7:28:50 pm EST,Crewmate,Win,4,No,Yes,05m 53s,No,0,-,++,NA / MSVQUF,,,,,
User12,11/29/2020 at 7:19:39 pm EST,Crewmate,Loss,8,Yes,No,18m 08s,No,0,08m 09s,--,NA / MSVQUF,,,,,
User12,11/29/2020 at 6:59:36 pm EST,Crewmate,Loss,8,Yes,No,08m 11s,No,0,08m 06s,--,NA / MSVQUF,,,,,
User12,11/29/2020 at 6:45:32 pm EST,Crewmate,Win,8,Yes,No,19m 12s,No,0,11m 25s,++,NA / MSVQUF,,,,,
User12,11/23/2020 at 8:41:10 pm EST,Crewmate,Win,7,Yes,No,21m 19s,No,0,05m 27s,++,NA / FOSWKF,,,,,
User12,11/23/2020 at 8:17:56 pm EST,Crewmate,Win,7,Yes,No,14m 32s,No,0,09m 23s,++,NA / FOSWKF,,,,,
User12,11/23/2020 at 8:02:12 pm EST,Crewmate,Loss,3,No,No,06m 06s,Yes,0,-,---,NA / FOSWKF,,,,,
User12,11/23/2020 at 3:30:59 pm EST,Crewmate,Win,8,Yes,No,09m 41s,No,0,08m 48s,++,NA / BQVAZF,,,,,
User12,11/23/2020 at 3:17:52 pm EST,Crewmate,Win,8,Yes,Yes,13m 01s,No,0,08m 51s,++,NA / BQVAZF,,,,,
User13,12/17/2020 at 10:10:47 pm EST,Crewmate,Win,3,No,No,03m 58s,No,0,-,N/A,NA / SVQVUF,,,,,
User13,12/17/2020 at 6:56:51 pm EST,Crewmate,Loss,7,Yes,No,15m 06s,No,1,11m 20s,--,NA / SXJLBF,,,,,
User13,12/17/2020 at 5:46:13 pm EST,Crewmate,Loss,3,No,Yes,10m 26s,No,0,-,---,NA / SXJLBF,,,,,
User13,12/17/2020 at 5:32:01 pm EST,Crewmate,Win,5,No,Yes,07m 23s,No,0,-,++,NA / LKPTIF,,,,,
User13,12/16/2020 at 5:52:42 pm EST,Crewmate,Loss,4,No,Yes,07m 41s,No,0,-,---,Europe / UPWUGF,,,,,
User13,12/16/2020 at 5:38:24 pm EST,Crewmate,Win,5,No,No,19m 33s,No,1,-,++,Europe / UPWUGF,,,,,
User13,12/16/2020 at 4:38:10 pm EST,Crewmate,Win,1,No,No,03m 16s,No,0,-,N/A,NA / TGOHXQ,,,,,
User13,12/16/2020 at 4:34:06 pm EST,Crewmate,Loss,1,No,No,02m 58s,Yes,0,-,N/A,NA / TGOHXQ,,,,,
User13,12/16/2020 at 4:28:12 pm EST,Crewmate,Win,3,No,No,04m 00s,No,0,-,N/A,NA / TGOHXQ,,,,,
User13,12/15/2020 at 9:11:35 pm EST,Crewmate,Loss,6,No,Yes,08m 14s,No,0,-,---,NA / OSXPUF,,,,,
User13,12/15/2020 at 9:01:14 pm EST,Crewmate,Loss,5,No,Yes,07m 19s,No,0,-,---,NA / OSXPUF,,,,,
User13,12/15/2020 at 5:58:46 pm EST,Crewmate,Win,5,No,Yes,11m 32s,No,0,-,++,NA / AWYBXQ,,,,,
User13,12/15/2020 at 5:44:07 pm EST,Crewmate,Win,4,No,No,13m 25s,No,0,-,++,NA / AWYBXQ,,,,,
User13,12/15/2020 at 5:28:30 pm EST,Crewmate,Win,2,No,No,02m 49s,No,0,-,N/A,NA / IUFFVF,,,,,
User13,12/15/2020 at 4:58:44 pm EST,Crewmate,Win,6,Yes,No,07m 30s,No,0,05m 18s,++,Europe / GCUSNF,,,,,
User13,12/15/2020 at 4:50:02 pm EST,Crewmate,Loss,4,No,Yes,08m 08s,No,1,-,---,Europe / URMEFF,,,,,
User13,12/15/2020 at 4:40:34 pm EST,Crewmate,Loss,7,Yes,Yes,09m 42s,No,0,04m 44s,--,Europe / RNADGF,,,,,
User13,12/15/2020 at 9:18:37 am EST,Crewmate,Win,7,Yes,Yes,14m 17s,No,0,06m 45s,++,Europe / RIZQCF,,,,,
User13,12/15/2020 at 8:52:40 am EST,Crewmate,Win,0,No,No,03m 13s,No,0,-,N/A,Europe / UFIBDF,,,,,
User13,12/15/2020 at 8:42:57 am EST,Crewmate,Loss,2,No,No,03m 07s,No,1,-,N/A,Europe / KTWPWQ,,,,,
User13,12/15/2020 at 8:39:14 am EST,Crewmate,Win,5,Yes,No,06m 06s,No,0,03m 30s,++,Europe / ILXWDF,,,,,
User13,12/14/2020 at 3:49:03 pm EST,Crewmate,Win,7,Yes,No,18m 43s,No,1,12m 48s,++,Europe / KUJLBF,,,,,
User13,12/14/2020 at 3:26:36 pm EST,Crewmate,Win,2,No,No,12m 27s,No,0,-,++,Europe / KUJLBF,,,,,
User13,12/14/2020 at 3:13:08 pm EST,Crewmate,Win,5,No,Yes,10m 31s,No,0,-,++,Europe / KUJLBF,,,,,
User13,12/14/2020 at 3:00:48 pm EST,Crewmate,Win,7,Yes,Yes,16m 02s,No,0,13m 21s,++,Europe / KUJLBF,,,,,
User13,12/14/2020 at 2:41:25 pm EST,Crewmate,Win,7,Yes,Yes,16m 46s,No,0,11m 17s,++,Europe / KUJLBF,,,,,
User13,12/14/2020 at 2:22:56 pm EST,Crewmate,Loss,7,Yes,Yes,15m 23s,No,0,08m 41s,--,Europe / KUJLBF,,,,,
User13,12/14/2020 at 2:03:16 pm EST,Crewmate,Loss,7,Yes,Yes,13m 56s,No,1,09m 57s,--,Europe / KUJLBF,,,,,
User13,12/14/2020 at 1:35:33 pm EST,Crewmate,Loss,7,Yes,Yes,11m 22s,No,0,08m 29s,--,Europe / TLWYKF,,,,,
User13,12/14/2020 at 1:16:13 pm EST,Crewmate,Win,8,Yes,No,14m 44s,No,1,05m 01s,++,Europe / ABPPWQ,,,,,
User13,12/14/2020 at 1:01:11 pm EST,Crewmate,Win,5,No,No,05m 21s,No,0,-,++,Europe / ABPPWQ,,,,,
User13,12/09/2020 at 1:15:42 am EST,Crewmate,Loss,7,Yes,No,15m 19s,No,0,15m 19s,--,Europe / BBGJWQ,,,,,
User13,12/09/2020 at 12:58:21 am EST,Crewmate,Win,7,Yes,Yes,13m 51s,No,0,13m 01s,++,Europe / BBGJWQ,,,,,
User13,12/08/2020 at 9:47:41 pm EST,Crewmate,Win,6,No,No,05m 23s,No,1,-,++,Europe / RLNKUF,,,,,
User13,12/08/2020 at 9:40:37 pm EST,Crewmate,Win,4,No,Yes,05m 35s,No,0,-,++,Europe / RLNKUF,,,,,
User13,12/08/2020 at 9:31:19 pm EST,Crewmate,Loss,8,Yes,No,07m 46s,No,0,02m 18s,--,Europe / RLNKUF,,,,,
User13,12/08/2020 at 9:14:13 pm EST,Crewmate,Loss,8,Yes,Yes,09m 55s,No,0,09m 55s,--,Europe / OUBRXQ,,,,,
User13,12/08/2020 at 8:53:46 pm EST,Crewmate,Loss,8,Yes,Yes,14m 26s,No,0,05m 45s,--,Europe / OUBRXQ,,,,,
User13,12/07/2020 at 11:24:20 pm EST,Crewmate,Loss,6,No,Yes,05m 40s,No,1,-,---,NA / IKPWHF,,,,,
User13,12/07/2020 at 11:12:12 pm EST,Crewmate,Win,7,Yes,Yes,10m 32s,No,0,05m 00s,++,NA / IKPWHF,,,,,
User13,12/07/2020 at 11:01:11 pm EST,Crewmate,Win,7,Yes,Yes,16m 52s,No,1,14m 40s,++,NA / IKPWHF,,,,,
User13,12/07/2020 at 10:43:55 pm EST,Crewmate,Win,7,Yes,No,10m 48s,No,0,07m 28s,++,NA / IKPWHF,,,,,
User13,12/07/2020 at 10:18:25 pm EST,Crewmate,Loss,4,No,Yes,08m 25s,No,0,-,---,NA / IKPWHF,,,,,
User13,12/06/2020 at 11:41:14 pm EST,Crewmate,Loss,4,No,No,12m 51s,No,1,-,---,NA / HUTXKF,,,,,
User13,12/06/2020 at 7:28:17 pm EST,Crewmate,Loss,7,No,No,13m 10s,No,0,-,---,Europe / DSYWJF,,,,,
User13,12/06/2020 at 7:14:13 pm EST,Crewmate,Win,8,Yes,Yes,19m 05s,No,0,09m 08s,++,Europe / DSYWJF,,,,,
User13,12/06/2020 at 6:52:17 pm EST,Crewmate,Loss,0,No,No,00m 16s,No,0,-,N/A,Europe / DSYWJF,,,,,
User13,12/06/2020 at 6:50:50 pm EST,Crewmate,Win,8,Yes,Yes,20m 36s,No,0,20m 35s,++,Europe / DSYWJF,,,,,
User13,12/06/2020 at 6:22:10 pm EST,Crewmate,Win,7,No,No,16m 11s,No,2,-,++,Europe / DSYWJF,,,,,
User13,12/06/2020 at 5:42:32 pm EST,Crewmate,Win,2,No,No,04m 14s,No,0,-,N/A,Europe / DSYWJF,,,,,
User13,12/06/2020 at 5:35:01 pm EST,Crewmate,Win,8,Yes,Yes,20m 10s,No,1,15m 09s,++,Europe / DSYWJF,,,,,
User13,12/06/2020 at 5:11:12 pm EST,Crewmate,Win,8,Yes,Yes,13m 07s,No,0,08m 50s,++,Europe / DSYWJF,,,,,
User13,12/04/2020 at 9:18:19 pm EST,Crewmate,Win,7,Yes,Yes,17m 09s,No,1,13m 52s,++,NA / NRQIBF,,,,,
User13,12/04/2020 at 8:57:14 pm EST,Crewmate,Win,6,No,No,15m 45s,No,0,-,++,NA / NRQIBF,,,,,
User13,12/04/2020 at 8:23:40 pm EST,Crewmate,Win,7,Yes,No,21m 41s,No,1,20m 23s,++,NA / NRQIBF,,,,,
User13,12/04/2020 at 7:57:03 pm EST,Crewmate,Loss,4,No,Yes,15m 21s,No,0,-,---,NA / NRQIBF,,,,,
User13,12/04/2020 at 7:39:42 pm EST,Crewmate,Loss,4,No,No,08m 40s,No,0,-,---,NA / NRQIBF,,,,,
User13,12/04/2020 at 7:26:52 pm EST,Crewmate,Win,7,Yes,Yes,21m 49s,No,0,18m 27s,++,NA / NRQIBF,,,,,
User13,12/04/2020 at 7:04:12 pm EST,Crewmate,Win,6,No,No,15m 35s,No,0,-,++,NA / NRQIBF,,,,,
User13,12/04/2020 at 6:44:28 pm EST,Crewmate,Win,7,No,Yes,17m 50s,No,0,-,++,NA / OHFENF,,,,,
User13,12/04/2020 at 6:22:07 pm EST,Crewmate,Loss,3,No,Yes,11m 20s,No,0,-,---,NA / NLKPHF,,,,,
User13,12/04/2020 at 6:06:52 pm EST,Crewmate,Win,4,No,No,08m 01s,No,0,-,++,NA / NLKPHF,,,,,
User13,12/04/2020 at 5:56:24 pm EST,Crewmate,Win,7,Yes,No,17m 22s,No,1,09m 10s,++,NA / NLKPHF,,,,,
User13,12/04/2020 at 5:18:22 pm EST,Crewmate,Win,3,No,No,02m 39s,No,0,-,N/A,NA / DBCRHF,,,,,
User13,12/04/2020 at 5:13:34 pm EST,Crewmate,Win,6,Yes,Yes,07m 04s,No,0,05m 19s,++,NA / DBCRHF,,,,,
User13,12/04/2020 at 5:01:25 pm EST,Crewmate,Loss,5,No,No,10m 27s,No,0,-,---,NA / DBCRHF,,,,,
User13,12/04/2020 at 4:48:15 pm EST,Crewmate,Win,4,No,No,14m 29s,No,0,-,++,NA / DBCRHF,,,,,
User13,12/03/2020 at 1:37:59 am EST,Crewmate,Win,4,No,No,13m 28s,No,1,-,++,NA / XPXLJF,,,,,
User13,12/03/2020 at 1:22:45 am EST,Crewmate,Win,5,No,No,11m 28s,Yes,0,-,++,NA / XPXLJF,,,,,
User13,12/03/2020 at 1:10:08 am EST,Crewmate,Loss,7,Yes,Yes,11m 51s,No,1,08m 14s,--,NA / XPXLJF,,,,,
User13,12/02/2020 at 7:19:18 am EST,Crewmate,Loss,4,No,Yes,12m 22s,No,0,05m 38s,--,NA / EFFLQQ,,,,,
User13,12/02/2020 at 6:55:09 am EST,Crewmate,Loss,3,No,No,04m 37s,No,1,-,N/A,NA / JPBHPQ,,,,,
User13,12/02/2020 at 5:49:31 am EST,Crewmate,Loss,0,No,No,01m 51s,Yes,0,-,N/A,NA / CVPUTQ,,,,,
User13,12/02/2020 at 5:47:07 am EST,Crewmate,Win,3,No,No,02m 52s,No,0,-,N/A,NA / CVPUTQ,,,,,
User13,12/02/2020 at 5:43:54 am EST,Crewmate,Loss,2,No,No,06m 16s,No,0,-,---,NA / CVPUTQ,,,,,
User13,12/02/2020 at 5:32:00 am EST,Crewmate,Loss,5,Yes,No,06m 57s,No,3,03m 02s,--,NA / AZEEMF,,,,,
User14,12/17/2020 at 10:56:11 pm EST,Crewmate,Win,7,Yes,Yes,13m 39s,No,0,13m 03s,++,NA / SXJLBF,,,,,
User14,12/17/2020 at 7:06:55 pm EST,Crewmate,Win,5,No,No,09m 12s,No,1,-,++,NA / SXJLBF,,,,,
User14,12/17/2020 at 6:14:26 pm EST,Crewmate,Loss,0,No,Yes,08m 31s,No,1,-,N/A,NA / SXJLBF,,,,,
User14,12/17/2020 at 6:04:50 pm EST,Crewmate,Win,4,No,No,16m 02s,No,0,-,++,NA / SXJLBF,,,,,
User14,12/17/2020 at 5:46:12 pm EST,Crewmate,Loss,3,No,Yes,10m 27s,No,0,-,---,NA / SXJLBF,,,,,
User14,12/17/2020 at 5:31:59 pm EST,Crewmate,Win,5,No,No,07m 22s,Yes,0,-,++,NA / LKPTIF,,,,,
User14,12/17/2020 at 5:20:57 pm EST,Crewmate,Win,4,No,Yes,14m 49s,No,0,-,++,NA / LKPTIF,,,,,
User14,12/17/2020 at 4:18:52 pm EST,Crewmate,Loss,6,No,Yes,14m 22s,No,0,-,---,NA / EGAACF,,,,,
User14,12/17/2020 at 4:02:42 pm EST,Crewmate,Win,1,No,Yes,02m 23s,No,0,-,N/A,NA / SIKDOF,,,,,
User14,12/17/2020 at 3:59:00 pm EST,Crewmate,Win,0,No,Yes,02m 44s,No,0,-,N/A,NA / SIKDOF,,,,,
User14,12/17/2020 at 3:55:59 pm EST,Crewmate,Win,1,No,No,02m 55s,No,0,-,N/A,NA / SIKDOF,,,,,
User14,12/16/2020 at 2:39:02 pm EST,Crewmate,Loss,4,No,Yes,14m 00s,No,0,-,---,Europe / LZHLMF,,,,,
User14,12/16/2020 at 2:12:07 pm EST,Crewmate,Win,7,Yes,No,13m 25s,No,3,08m 49s,++,Europe / LZHLMF,,,,,
User14,12/16/2020 at 1:53:33 pm EST,Crewmate,Win,4,No,No,07m 40s,No,0,-,++,NA / NQWMJF,,,,,
User14,12/15/2020 at 3:58:18 pm EST,Crewmate,Loss,3,No,Yes,07m 46s,No,0,-,---,NA / IUFFVF,,,,,
User14,12/15/2020 at 3:48:17 pm EST,Crewmate,Win,6,No,No,15m 11s,Yes,0,-,++,NA / IUFFVF,,,,,
User14,12/15/2020 at 12:32:40 am EST,Crewmate,Win,1,No,No,03m 58s,No,0,-,N/A,Europe / SWCJKF,,,,,
User14,12/15/2020 at 12:23:28 am EST,Crewmate,Win,3,No,Yes,06m 50s,No,0,-,++,Europe / SWCJKF,,,,,
User14,12/15/2020 at 12:13:48 am EST,Crewmate,Win,5,No,No,10m 18s,No,3,-,++,Europe / SWCJKF,,,,,
User14,12/15/2020 at 12:01:39 am EST,Crewmate,Win,3,No,Yes,07m 23s,No,1,-,++,Europe / SWCJKF,,,,,
User14,12/14/2020 at 11:34:58 pm EST,Crewmate,Win,7,Yes,Yes,18m 40s,No,1,14m 14s,++,Europe / ONSXGF,,,,,
User14,12/14/2020 at 11:14:44 pm EST,Crewmate,Loss,2,No,No,08m 37s,No,0,-,---,Europe / ONSXGF,,,,,
User14,12/14/2020 at 11:04:56 pm EST,Crewmate,Win,4,No,No,06m 42s,No,0,-,++,Europe / ONSXGF,,,,,
User14,12/14/2020 at 10:42:49 pm EST,Crewmate,Win,7,Yes,No,12m 12s,No,0,08m 23s,++,Europe / ONSXGF,,,,,
User14,12/14/2020 at 10:07:59 pm EST,Crewmate,Loss,3,No,No,05m 13s,Yes,0,-,---,Europe / ONSXGF,,,,,
User14,12/14/2020 at 9:58:47 pm EST,Crewmate,Win,7,Yes,No,15m 28s,Yes,0,10m 17s,++,Europe / ONSXGF,,,,,
User14,12/14/2020 at 8:21:02 pm EST,Crewmate,Loss,3,No,Yes,13m 31s,No,1,-,---,Europe / ONSXGF,,,,,
User14,12/14/2020 at 2:59:59 am EST,Crewmate,Loss,4,No,No,02m 15s,No,1,-,N/A,NA / BEXBOF,,,,,
User14,12/14/2020 at 12:59:28 am EST,Crewmate,Loss,2,No,No,12m 54s,No,0,-,---,NA / PJLECF,,,,,
User14,12/14/2020 at 12:45:42 am EST,Crewmate,Loss,1,No,Yes,08m 44s,No,0,-,---,NA / PJLECF,,,,,
User14,12/14/2020 at 12:13:30 am EST,Crewmate,Win,2,No,Yes,06m 45s,No,0,-,++,NA / LKKLPQ,,,,,
User14,12/14/2020 at 12:05:12 am EST,Crewmate,Win,4,No,No,17m 01s,No,1,-,++,NA / LKKLPQ,,,,,
User14,12/13/2020 at 9:12:09 pm EST,Crewmate,Win,5,No,No,08m 18s,No,0,-,++,Europe / AHNVOF,,,,,
User14,12/13/2020 at 8:33:40 pm EST,Crewmate,Win,2,No,No,04m 31s,No,0,-,N/A,Europe / AHNVOF,,,,,
User14,12/13/2020 at 8:27:16 pm EST,Crewmate,Win,6,No,Yes,17m 01s,No,1,-,++,Europe / AHNVOF,,,,,
User14,12/13/2020 at 7:49:13 pm EST,Crewmate,Loss,2,No,No,04m 55s,No,0,-,N/A,Europe / AHNVOF,,,,,
User14,12/13/2020 at 7:37:15 pm EST,Crewmate,Win,0,No,No,05m 38s,No,2,-,N/A,NA / BRHQGF,,,,,
User14,12/13/2020 at 7:30:23 pm EST,Crewmate,Loss,4,No,Yes,05m 00s,No,0,-,---,NA / BRHQGF,,,,,
User14,12/13/2020 at 7:23:58 pm EST,Crewmate,Win,3,No,Yes,13m 53s,No,0,-,++,NA / BRHQGF,,,,,
User14,12/13/2020 at 7:09:17 pm EST,Crewmate,Loss,5,No,Yes,09m 23s,No,0,-,---,NA / BRHQGF,,,,,
User14,12/13/2020 at 6:52:41 pm EST,Crewmate,Loss,2,No,No,08m 53s,Yes,5,-,---,NA / BRHQGF,,,,,
User14,12/13/2020 at 6:41:33 pm EST,Crewmate,Win,2,No,Yes,02m 20s,No,0,-,N/A,NA / ISGCZF,,,,,
User14,12/13/2020 at 6:36:03 pm EST,Crewmate,Win,1,No,No,02m 22s,No,0,-,N/A,NA / YSNTCF,,,,,
User14,12/13/2020 at 6:32:41 pm EST,Crewmate,Win,7,Yes,Yes,10m 20s,No,2,10m 19s,++,NA / YSNTCF,,,,,
User14,12/13/2020 at 4:20:16 pm EST,Crewmate,Win,0,No,No,05m 35s,No,1,-,N/A,NA / GTJRIF,,,,,
User14,12/13/2020 at 4:11:31 pm EST,Crewmate,Loss,7,Yes,No,13m 47s,No,1,10m 19s,--,NA / GTJRIF,,,,,
User14,12/10/2020 at 11:59:35 pm EST,Crewmate,Loss,3,No,Yes,06m 04s,No,1,-,---,NA / EYNONF,,,,,
User14,12/10/2020 at 11:21:13 pm EST,Crewmate,Win,8,Yes,Yes,15m 21s,No,3,06m 06s,++,NA / EYNONF,,,,,
User14,12/10/2020 at 10:22:06 pm EST,Crewmate,Win,8,Yes,Yes,11m 51s,No,0,10m 02s,++,NA / EYNONF,,,,,
User14,12/10/2020 at 9:19:46 pm EST,Crewmate,Loss,8,No,Yes,14m 07s,No,0,-,---,NA / EYNONF,,,,,
User14,12/10/2020 at 8:37:59 pm EST,Crewmate,Win,8,Yes,No,14m 43s,No,0,14m 32s,++,NA / EXIYDF,,,,,
User14,12/10/2020 at 8:22:34 pm EST,Crewmate,Win,2,No,No,02m 01s,No,1,-,N/A,NA / EXIYDF,,,,,
User14,12/10/2020 at 8:19:00 pm EST,Crewmate,Win,1,No,No,01m 48s,No,0,-,N/A,NA / EXIYDF,,,,,
User14,12/10/2020 at 8:14:24 pm EST,Crewmate,Loss,6,No,No,11m 52s,Yes,1,-,---,NA / EXIYDF,,,,,
